ClaimID,CustomerID,ProductID,StoreID,PurchaseDate,ClaimDate,Issue,Status,WarrantyMonths
WC000696,CUST036085,P0235,ST0024,2023-08-02,2023-12-11,Charging port not working,Rejected - Out of Warranty,12
WC002221,CUST030190,P0164,ST0025,2023-02-04,2023-12-11,Water damage,Rejected - Out of Warranty,12
WC002226,CUST028624,P0523,ST0054,2023-08-09,2023-12-11,Physical damage - screen crack,Resolved,12
WC002836,CUST020413,P0055,ST0026,2023-03-05,2023-12-11,Software update issue,Resolved,12
WC003387,CUST035179,P0559,ST0016,2023-03-01,2023-12-11,Charging port not working,Replaced,24
WC003438,CUST006218,P0388,ST0041,2022-05-01,2023-12-11,Water damage,Pending Pickup,24
WC003834,CUST048993,P0335,ST0022,2023-10-12,2023-12-11,Charging port not working,Replaced,12
WC005510,CUST024116,P0536,ST0008,2023-08-29,2023-12-11,Screen flickering,Resolved,12
WC001476,CUST047234,P0046,ST0038,2023-09-04,2023-12-12,Charging port not working,In Progress,12
WC004399,CUST032911,P0193,ST0009,2023-09-22,2023-12-12,Water damage,In Progress,12
WC004534,CUST018727,P0134,ST0031,2023-02-25,2023-12-12,Water damage,Resolved,12
WC004921,CUST011180,P0276,ST0016,2022-12-02,2023-12-12,Charging port not working,Rejected - Out of Warranty,24
WC005017,CUST018507,P0183,ST0057,2023-08-15,2023-12-12,Battery draining fast,Resolved,12
WC005717,CUST004458,P0170,ST0056,2023-05-29,2023-12-12,Overheating during use,Resolved,12
WC005858,CUST032413,P0478,ST0025,2023-08-23,2023-12-12,Physical damage - screen crack,Pending Pickup,12
WC001000,CUST038780,P0250,ST0009,2023-12-07,2023-12-13,Network/SIM issue,Resolved,12
WC002356,CUST020231,P0314,ST0047,2023-10-18,2023-12-13,Overheating during use,Resolved,12
WC002455,CUST042735,P0569,ST0056,2023-01-25,2023-12-13,Overheating during use,Resolved,12
WC004367,CUST025913,P0491,ST0036,2023-04-10,2023-12-13,Overheating during use,In Progress,12
WC001283,CUST042037,P0268,ST0014,2023-03-10,2023-12-14,Overheating during use,Replaced,12
WC001864,CUST034308,P0346,ST0060,2023-02-28,2023-12-14,Speaker/mic not working,In Progress,12
WC001984,CUST008553,P0127,ST0031,2023-05-08,2023-12-14,Screen flickering,Rejected - Out of Warranty,12
WC002882,CUST027236,P0537,ST0020,2023-03-21,2023-12-14,Speaker/mic not working,Replaced,12
WC003000,CUST046937,P0266,ST0017,2023-01-27,2023-12-14,Charging port not working,In Progress,12
WC004155,CUST031763,P0560,ST0004,2023-12-09,2023-12-14,Software update issue,Resolved,12
WC005073,CUST013817,P0044,ST0023,2023-03-25,2023-12-14,Physical damage - screen crack,Pending Pickup,12
WC005240,CUST002735,P0160,ST0005,2023-03-03,2023-12-14,Screen flickering,In Progress,12
WC005465,CUST003833,P0416,ST0030,2023-07-13,2023-12-14,Network/SIM issue,Resolved,12
WC005608,CUST021008,P0430,ST0050,2023-09-27,2023-12-14,Software update issue,In Progress,12
WC005798,CUST040145,P0552,ST0031,2023-10-28,2023-12-14,Camera not focusing,Resolved,12
WC000346,CUST026881,P0085,ST0019,2023-01-31,2023-12-15,Speaker/mic not working,Replaced,12
WC002405,CUST044788,P0071,ST0002,2023-06-13,2023-12-15,Physical damage - screen crack,Resolved,12
WC004230,CUST020412,P0522,ST0027,2023-08-30,2023-12-15,Battery draining fast,Rejected - Out of Warranty,12
WC000173,CUST043284,P0305,ST0025,2023-07-23,2023-12-16,Screen flickering,Resolved,12
WC000874,CUST014431,P0228,ST0012,2023-02-02,2023-12-16,Network/SIM issue,In Progress,12
WC000964,CUST045773,P0093,ST0044,2023-01-29,2023-12-16,Camera not focusing,In Progress,12
WC001978,CUST024030,P0479,ST0018,2023-04-04,2023-12-16,Physical damage - screen crack,Resolved,12
WC003929,CUST018383,P0577,ST0058,2023-08-27,2023-12-16,Screen flickering,Resolved,12
WC004223,CUST008716,P0550,ST0007,2023-08-26,2023-12-16,Software update issue,Replaced,12
WC004512,CUST043080,P0109,ST0050,2023-01-26,2023-12-16,Screen flickering,In Progress,12
WC001453,CUST009227,P0314,ST0046,2023-09-05,2023-12-17,Speaker/mic not working,Pending Pickup,12
WC001870,CUST018984,P0304,ST0060,2023-09-23,2023-12-17,Overheating during use,Resolved,12
WC003912,CUST043843,P0070,ST0046,2023-03-20,2023-12-17,Water damage,Rejected - Out of Warranty,12
WC004110,CUST023146,P0330,ST0053,2023-10-12,2023-12-17,Charging port not working,Replaced,12
WC004458,CUST003939,P0473,ST0004,2023-03-13,2023-12-17,Overheating during use,Resolved,12
WC001528,CUST004689,P0549,ST0053,2023-10-29,2023-12-18,Overheating during use,In Progress,12
WC002374,CUST027181,P0161,ST0028,2023-02-15,2023-12-18,Battery draining fast,Replaced,12
WC003609,CUST019332,P0448,ST0011,2022-10-20,2023-12-18,Battery draining fast,Replaced,24
WC004073,CUST048927,P0305,ST0042,2023-04-22,2023-12-18,Speaker/mic not working,Pending Pickup,12
WC004173,CUST026929,P0030,ST0053,2023-07-09,2023-12-18,Charging port not working,Resolved,24
WC001147,CUST030393,P0522,ST0030,2023-04-03,2023-12-19,Camera not focusing,In Progress,12
WC002901,CUST005492,P0084,ST0016,2023-09-10,2023-12-19,Speaker/mic not working,In Progress,12
WC003018,CUST036291,P0535,ST0027,2023-06-06,2023-12-19,Water damage,Resolved,12
WC003775,CUST049894,P0209,ST0060,2023-05-13,2023-12-19,Physical damage - screen crack,In Progress,12
WC004782,CUST048068,P0063,ST0034,2023-01-18,2023-12-19,Screen flickering,Resolved,12
WC005272,CUST042111,P0044,ST0001,2023-07-29,2023-12-19,Camera not focusing,Pending Pickup,12
WC001346,CUST003545,P0071,ST0020,2023-08-21,2023-12-20,Charging port not working,Replaced,12
WC001415,CUST027542,P0161,ST0018,2023-04-05,2023-12-20,Screen flickering,Resolved,12
WC002380,CUST035551,P0285,ST0041,2023-01-17,2023-12-20,Screen flickering,Rejected - Out of Warranty,12
WC003964,CUST027681,P0557,ST0016,2023-03-15,2023-12-20,Battery draining fast,Resolved,12
WC004037,CUST006821,P0569,ST0036,2023-08-13,2023-12-20,Camera not focusing,Replaced,12
WC005392,CUST048601,P0206,ST0058,2023-01-24,2023-12-20,Overheating during use,Rejected - Out of Warranty,12
WC000070,CUST049635,P0548,ST0009,2023-09-27,2023-12-21,Physical damage - screen crack,Resolved,12
WC003156,CUST028165,P0561,ST0034,2023-05-31,2023-12-21,Camera not focusing,Resolved,12
WC004021,CUST006054,P0061,ST0051,2023-06-07,2023-12-21,Network/SIM issue,Resolved,12
WC004058,CUST041193,P0434,ST0037,2023-02-25,2023-12-21,Charging port not working,Resolved,12
WC004965,CUST036182,P0150,ST0012,2023-04-22,2023-12-21,Battery draining fast,Resolved,12
WC005159,CUST011368,P0035,ST0042,2023-06-24,2023-12-21,Charging port not working,Replaced,12
WC005601,CUST015050,P0144,ST0027,2023-10-28,2023-12-21,Charging port not working,Resolved,12
WC000557,CUST037711,P0047,ST0032,2023-01-03,2023-12-22,Screen flickering,Resolved,12
WC000212,CUST010834,P0331,ST0030,2023-04-23,2023-12-23,Physical damage - screen crack,Replaced,12
WC002063,CUST009387,P0498,ST0001,2023-01-25,2023-12-23,Battery draining fast,Resolved,12
WC002159,CUST002135,P0005,ST0029,2023-01-17,2023-12-23,Speaker/mic not working,In Progress,24
WC003357,CUST048792,P0554,ST0053,2023-06-16,2023-12-23,Speaker/mic not working,Resolved,12
WC005252,CUST023850,P0598,ST0037,2023-11-21,2023-12-23,Software update issue,Resolved,12
WC000221,CUST016518,P0258,ST0030,2023-11-24,2023-12-24,Camera not focusing,Resolved,12
WC001209,CUST035835,P0448,ST0025,2022-07-06,2023-12-24,Charging port not working,In Progress,24
WC001286,CUST049337,P0229,ST0024,2023-10-05,2023-12-24,Camera not focusing,Pending Pickup,12
WC001352,CUST024709,P0163,ST0050,2023-11-30,2023-12-24,Software update issue,Pending Pickup,24
WC003540,CUST030173,P0128,ST0035,2023-09-21,2023-12-24,Overheating during use,Resolved,12
WC003860,CUST026645,P0424,ST0045,2023-02-16,2023-12-24,Physical damage - screen crack,Resolved,12
WC005078,CUST038793,P0040,ST0030,2023-12-18,2023-12-24,Overheating during use,In Progress,12
WC000697,CUST022630,P0081,ST0035,2022-08-03,2023-12-25,Battery draining fast,Resolved,24
WC001189,CUST011938,P0200,ST0038,2023-02-14,2023-12-25,Camera not focusing,In Progress,24
WC002594,CUST004975,P0546,ST0001,2023-02-18,2023-12-25,Screen flickering,Replaced,12
WC004220,CUST003261,P0461,ST0029,2022-03-13,2023-12-25,Water damage,Rejected - Out of Warranty,24
WC005359,CUST048679,P0529,ST0052,2023-01-18,2023-12-25,Charging port not working,Resolved,12
WC001987,CUST016368,P0525,ST0050,2023-02-11,2023-12-26,Screen flickering,Rejected - Out of Warranty,24
WC004258,CUST018212,P0064,ST0001,2023-04-01,2023-12-26,Network/SIM issue,Replaced,12
WC005223,CUST049049,P0516,ST0006,2023-04-15,2023-12-26,Water damage,Resolved,12
WC005459,CUST005616,P0512,ST0025,2023-11-01,2023-12-26,Water damage,Rejected - Out of Warranty,12
WC005981,CUST031419,P0470,ST0019,2023-06-18,2023-12-26,Charging port not working,In Progress,12
WC002189,CUST010943,P0353,ST0049,2023-06-04,2023-12-27,Water damage,Replaced,12
WC002500,CUST008301,P0387,ST0030,2023-03-04,2023-12-27,Screen flickering,Pending Pickup,12
WC003718,CUST042404,P0018,ST0027,2023-02-09,2023-12-27,Overheating during use,In Progress,12
WC004387,CUST017161,P0341,ST0046,2023-04-06,2023-12-27,Network/SIM issue,Pending Pickup,12
WC004908,CUST023423,P0094,ST0053,2023-09-06,2023-12-27,Software update issue,Pending Pickup,12
WC005468,CUST017524,P0237,ST0019,2023-12-24,2023-12-27,Screen flickering,Rejected - Out of Warranty,12
WC005800,CUST038199,P0487,ST0036,2023-05-29,2023-12-27,Water damage,Replaced,12
WC000417,CUST049086,P0040,ST0060,2023-06-14,2023-12-28,Battery draining fast,Resolved,12
WC000555,CUST035031,P0399,ST0045,2023-09-12,2023-12-28,Software update issue,Replaced,12
WC003668,CUST011790,P0002,ST0046,2023-07-01,2023-12-28,Camera not focusing,Pending Pickup,12
WC005549,CUST047006,P0472,ST0041,2022-08-23,2023-12-28,Overheating during use,Replaced,24
WC005937,CUST021339,P0078,ST0031,2023-06-04,2023-12-28,Charging port not working,Resolved,12
WC001688,CUST037593,P0127,ST0017,2023-01-09,2023-12-29,Camera not focusing,Resolved,12
WC004300,CUST006768,P0059,ST0019,2023-12-06,2023-12-29,Network/SIM issue,Resolved,12
WC000413,CUST026119,P0257,ST0026,2023-05-05,2023-12-30,Battery draining fast,Pending Pickup,12
WC000906,CUST038555,P0494,ST0037,2023-12-08,2023-12-30,Camera not focusing,Resolved,12
WC001214,CUST037354,P0412,ST0047,2023-08-27,2023-12-30,Software update issue,Replaced,12
WC001797,CUST033934,P0140,ST0029,2023-08-25,2023-12-30,Overheating during use,Replaced,12
WC002393,CUST027101,P0502,ST0056,2023-11-30,2023-12-30,Camera not focusing,In Progress,12
WC002521,CUST006316,P0457,ST0037,2023-03-28,2023-12-30,Camera not focusing,Rejected - Out of Warranty,12
WC003098,CUST034029,P0216,ST0058,2023-11-05,2023-12-30,Software update issue,Resolved,12
WC004375,CUST003432,P0570,ST0032,2023-01-14,2023-12-30,Network/SIM issue,Rejected - Out of Warranty,12
WC004709,CUST036596,P0300,ST0032,2023-02-01,2023-12-30,Screen flickering,Resolved,12
WC004872,CUST001111,P0042,ST0043,2023-05-20,2023-12-30,Overheating during use,Resolved,12
WC005615,CUST036243,P0269,ST0033,2023-08-26,2023-12-30,Battery draining fast,Pending Pickup,12
WC000861,CUST040111,P0178,ST0034,2022-03-13,2023-12-31,Battery draining fast,Resolved,24
WC003165,CUST049765,P0127,ST0058,2023-06-26,2023-12-31,Software update issue,Resolved,12
WC003546,CUST019704,P0529,ST0001,2023-08-27,2023-12-31,Screen flickering,In Progress,12
WC004647,CUST006043,P0024,ST0048,2023-01-11,2023-12-31,Water damage,In Progress,12
WC005686,CUST026522,P0320,ST0045,2023-04-19,2023-12-31,Charging port not working,Resolved,12
WC005769,CUST046421,P0196,ST0052,2023-04-04,2023-12-31,Overheating during use,Rejected - Out of Warranty,12
WC002805,CUST049247,P0214,ST0008,2023-09-13,2024-01-01,Charging port not working,Rejected - Out of Warranty,12
WC003312,CUST049937,P0402,ST0020,2023-03-13,2024-01-01,Screen flickering,Rejected - Out of Warranty,12
WC003321,CUST031063,P0073,ST0006,2023-12-31,2024-01-01,Overheating during use,Replaced,12
WC005949,CUST000611,P0361,ST0016,2023-03-03,2024-01-01,Screen flickering,Resolved,12
WC001004,CUST034858,P0263,ST0008,2023-03-08,2024-01-02,Water damage,Pending Pickup,24
WC001590,CUST002143,P0129,ST0052,2023-12-15,2024-01-02,Network/SIM issue,Resolved,12
WC003828,CUST040284,P0248,ST0053,2023-02-10,2024-01-02,Battery draining fast,Resolved,12
WC004026,CUST035587,P0444,ST0009,2023-10-04,2024-01-02,Screen flickering,Pending Pickup,12
WC004119,CUST045453,P0157,ST0043,2023-01-27,2024-01-02,Network/SIM issue,Pending Pickup,12
WC004476,CUST014932,P0138,ST0023,2023-10-26,2024-01-02,Screen flickering,Resolved,12
WC004929,CUST004646,P0084,ST0015,2023-08-21,2024-01-02,Physical damage - screen crack,Resolved,12
WC005662,CUST012574,P0251,ST0051,2023-06-07,2024-01-02,Charging port not working,Replaced,12
WC000143,CUST021485,P0187,ST0033,2023-02-16,2024-01-03,Software update issue,Resolved,12
WC000969,CUST008104,P0229,ST0028,2023-10-06,2024-01-03,Software update issue,In Progress,12
WC001537,CUST021404,P0085,ST0024,2023-11-28,2024-01-03,Water damage,Resolved,12
WC001680,CUST039018,P0533,ST0035,2023-09-17,2024-01-03,Overheating during use,Pending Pickup,12
WC002400,CUST005469,P0502,ST0036,2023-06-06,2024-01-03,Software update issue,Resolved,12
WC002496,CUST014168,P0028,ST0053,2023-04-16,2024-01-03,Speaker/mic not working,In Progress,12
WC002708,CUST027271,P0567,ST0021,2023-09-16,2024-01-03,Water damage,Resolved,12
WC004345,CUST047422,P0356,ST0033,2023-09-12,2024-01-03,Water damage,Pending Pickup,12
WC005556,CUST010313,P0561,ST0016,2023-07-23,2024-01-03,Physical damage - screen crack,Replaced,12
WC000832,CUST022032,P0350,ST0049,2023-05-09,2024-01-04,Network/SIM issue,In Progress,12
WC004306,CUST035182,P0444,ST0014,2023-12-21,2024-01-04,Screen flickering,Resolved,12
WC005783,CUST019078,P0157,ST0037,2023-02-22,2024-01-04,Speaker/mic not working,In Progress,12
WC000457,CUST008912,P0582,ST0048,2023-08-05,2024-01-05,Software update issue,Resolved,24
WC001171,CUST048713,P0277,ST0006,2023-05-24,2024-01-05,Overheating during use,Replaced,12
WC002094,CUST012540,P0385,ST0019,2023-02-15,2024-01-05,Speaker/mic not working,In Progress,12
WC002922,CUST002405,P0327,ST0021,2023-07-26,2024-01-05,Speaker/mic not working,Resolved,12
WC003146,CUST005546,P0489,ST0020,2022-06-18,2024-01-05,Screen flickering,Replaced,24
WC005084,CUST040586,P0281,ST0040,2023-03-10,2024-01-05,Battery draining fast,In Progress,12
WC005257,CUST032897,P0191,ST0021,2023-07-17,2024-01-05,Screen flickering,Resolved,12
WC000533,CUST045740,P0130,ST0057,2023-12-18,2024-01-06,Software update issue,Rejected - Out of Warranty,12
WC001600,CUST034253,P0048,ST0026,2023-05-06,2024-01-06,Water damage,In Progress,12
WC001856,CUST033295,P0029,ST0005,2023-11-22,2024-01-06,Network/SIM issue,Resolved,24
WC003579,CUST034770,P0550,ST0047,2023-07-27,2024-01-06,Physical damage - screen crack,Resolved,12
WC003719,CUST045833,P0471,ST0032,2023-05-05,2024-01-06,Water damage,Pending Pickup,12
WC005085,CUST020272,P0594,ST0033,2023-10-13,2024-01-06,Overheating during use,Rejected - Out of Warranty,12
WC003108,CUST038835,P0459,ST0013,2023-11-17,2024-01-07,Speaker/mic not working,Resolved,12
WC003181,CUST016083,P0517,ST0051,2023-04-25,2024-01-07,Physical damage - screen crack,Resolved,12
WC003932,CUST011665,P0182,ST0048,2023-10-08,2024-01-07,Network/SIM issue,Pending Pickup,12
WC005894,CUST015499,P0408,ST0013,2023-06-02,2024-01-07,Software update issue,Replaced,12
WC005453,CUST000064,P0430,ST0036,2023-11-23,2024-01-08,Physical damage - screen crack,Resolved,12
WC005520,CUST012066,P0291,ST0021,2023-06-29,2024-01-08,Water damage,Pending Pickup,12
WC005975,CUST018327,P0007,ST0032,2023-02-27,2024-01-08,Charging port not working,Pending Pickup,12
WC002561,CUST027982,P0137,ST0009,2023-10-10,2024-01-09,Network/SIM issue,Resolved,12
WC003652,CUST045209,P0100,ST0042,2023-09-16,2024-01-09,Charging port not working,In Progress,12
WC004759,CUST017376,P0581,ST0045,2023-04-09,2024-01-09,Water damage,Resolved,12
WC005025,CUST003508,P0488,ST0014,2023-08-23,2024-01-09,Camera not focusing,Resolved,12
WC005051,CUST007330,P0093,ST0060,2023-11-25,2024-01-09,Physical damage - screen crack,Replaced,12
WC005930,CUST005065,P0383,ST0012,2023-07-11,2024-01-09,Overheating during use,In Progress,24
WC000003,CUST041845,P0100,ST0033,2023-07-04,2024-01-10,Screen flickering,Rejected - Out of Warranty,12
WC000863,CUST039096,P0501,ST0027,2023-09-24,2024-01-10,Overheating during use,Resolved,12
WC001413,CUST049992,P0335,ST0041,2023-06-19,2024-01-10,Water damage,Resolved,12
WC001447,CUST008373,P0260,ST0013,2023-10-27,2024-01-10,Battery draining fast,Resolved,12
WC003764,CUST002890,P0486,ST0018,2022-04-01,2024-01-10,Speaker/mic not working,Resolved,24
WC000889,CUST001812,P0448,ST0041,2022-06-23,2024-01-11,Battery draining fast,In Progress,24
WC000913,CUST002076,P0079,ST0029,2023-02-12,2024-01-11,Network/SIM issue,Resolved,24
WC003592,CUST036486,P0014,ST0032,2024-01-07,2024-01-11,Screen flickering,Replaced,12
WC003745,CUST003324,P0015,ST0057,2023-07-27,2024-01-11,Charging port not working,In Progress,12
WC003851,CUST016964,P0585,ST0049,2023-06-23,2024-01-11,Charging port not working,In Progress,12
WC004343,CUST038288,P0507,ST0046,2023-03-02,2024-01-11,Network/SIM issue,Replaced,12
WC004865,CUST047235,P0203,ST0018,2023-11-13,2024-01-11,Screen flickering,Resolved,12
WC004639,CUST019208,P0051,ST0056,2023-06-29,2024-01-12,Physical damage - screen crack,Resolved,12
WC004836,CUST010029,P0084,ST0045,2023-08-15,2024-01-12,Battery draining fast,Pending Pickup,12
WC001278,CUST000370,P0153,ST0016,2023-06-06,2024-01-13,Speaker/mic not working,Resolved,12
WC001663,CUST004432,P0579,ST0012,2023-12-24,2024-01-13,Battery draining fast,Resolved,12
WC003440,CUST035901,P0452,ST0044,2022-03-17,2024-01-13,Software update issue,In Progress,24
WC003987,CUST037897,P0453,ST0031,2023-10-09,2024-01-13,Battery draining fast,Resolved,12
WC004221,CUST029232,P0037,ST0059,2023-12-27,2024-01-13,Screen flickering,Replaced,12
WC004467,CUST040216,P0065,ST0004,2023-02-26,2024-01-13,Network/SIM issue,Rejected - Out of Warranty,12
WC004981,CUST026063,P0204,ST0028,2023-11-01,2024-01-13,Speaker/mic not working,Pending Pickup,12
WC005652,CUST011924,P0141,ST0011,2023-10-28,2024-01-13,Physical damage - screen crack,Resolved,12
WC001228,CUST039352,P0306,ST0007,2024-01-01,2024-01-14,Physical damage - screen crack,Resolved,12
WC001270,CUST043699,P0291,ST0012,2023-03-11,2024-01-14,Charging port not working,In Progress,12
WC002821,CUST026228,P0259,ST0016,2023-11-16,2024-01-14,Screen flickering,Resolved,24
WC003870,CUST002590,P0554,ST0046,2023-01-30,2024-01-14,Physical damage - screen crack,Resolved,12
WC000124,CUST008975,P0392,ST0052,2023-08-29,2024-01-15,Physical damage - screen crack,Pending Pickup,12
WC001339,CUST018977,P0239,ST0025,2023-10-23,2024-01-15,Physical damage - screen crack,Pending Pickup,12
WC002441,CUST013803,P0050,ST0047,2023-09-30,2024-01-15,Screen flickering,Resolved,12
WC003661,CUST000484,P0551,ST0033,2023-01-23,2024-01-15,Camera not focusing,Resolved,12
WC005537,CUST015091,P0372,ST0019,2023-05-24,2024-01-15,Water damage,In Progress,12
WC000167,CUST042946,P0425,ST0012,2023-07-13,2024-01-16,Speaker/mic not working,Resolved,12
WC000880,CUST033115,P0301,ST0045,2023-03-19,2024-01-16,Network/SIM issue,Rejected - Out of Warranty,12
WC000887,CUST019181,P0147,ST0024,2023-06-09,2024-01-16,Physical damage - screen crack,Resolved,12
